objid expflux_r devflux_r exprad_r devrad_r expab_r devab_r expphi_r devphi_r
8647474690861105837 263.8950500488281 264.53045654296875 0.39826446771621704 0.31191617250442505 0.6468890905380249 0.568842887878418 15.647067070007324 15.146533012390137
8647475119821030006 29442.390625 35530.5078125 0.8302608728408813 1.0730316638946533 0.8148783445358276 0.8010096549987793 152.48423767089844 151.45643615722656
8647474690861106926 1092.0770263671875 1142.285400390625 0.6113020181655884 0.5685378909111023 0.05000000074505806 0.08369449526071548 58.5203971862793 56.89912033081055
8647475119821030029 18426.98828125 26123.634765625 1.9457224607467651 3.839524507522583 0.5083668231964111 0.4639955461025238 135.3975067138672 134.53726196289062
8647475119821029520 95186.3515625 135674.109375 1.6636236906051636 2.855933904647827 0.8879972696304321 0.8598157167434692 58.50384521484375 59.04761505126953
8647475119821030476 4591.38916015625 4854.94384765625 0.4152195155620575 0.3757065236568451 0.8404203057289124 0.8356396555900574 72.59477996826172 77.80732727050781
8647475119820966415 771.3257446289062 778.7035522460938 0.40503621101379395 0.30437880754470825 0.21708077192306519 0.1584426611661911 25.933734893798828 24.98012351989746
8647475119821030892 785.1141967773438 998.0525512695312 1.2405387163162231 2.0515689849853516 0.2845801115036011 0.2039783000946045 89.98455047607422 89.68268585205078
8647475119820965634 426.4519348144531 626.0697631835938 1.961970567703247 5.115566730499268 0.29996371269226074 0.1248396635055542 0.8455504775047302 15.760553359985352
8647475119820964599 5249.0419921875 5878.400390625 0.5805994868278503 0.6264853477478027 0.7536224126815796 0.7384396195411682 168.51754760742188 167.43118286132812
8647475119821030056 86056.75 129121.3671875 2.9414331912994385 5.316952228546143 0.607053816318512 0.6278644800186157 37.325843811035156 36.52255630493164
8647475119821030369 2537.955810546875 2604.76123046875 0.39303818345069885 0.33044999837875366 0.5810312628746033 0.48366013169288635 138.91131591796875 134.76025390625
8647475119821030381 802.1802368164062 910.3959350585938 0.7179324626922607 0.8518859148025513 0.8498948812484741 0.8499428629875183 132.8575897216797 122.60356140136719
8647474690324301262 281.4125061035156 372.1112976074219 0.5641799569129944 0.8028182983398438 0.050080087035894394 0.5054196715354919 155.0009765625 171.10581970214844
8647475119820964816 7434.81591796875 8660.6376953125 0.5411992073059082 0.6764327883720398 0.7837188839912415 0.6936029195785522 70.85051727294922 70.86443328857422
8647475119820964490 3185.530517578125 3485.3203125 0.6511544585227966 0.7083172798156738 0.5102095007896423 0.431801438331604 58.568843841552734 62.669254302978516
8647475119821029857 21268.09375 26378.611328125 1.6194134950637817 2.646024227142334 0.3264060318470001 0.27597346901893616 74.16128540039062 74.29776763916016
8647475119821030479 2150.810791015625 2382.1181640625 0.5343145728111267 0.5738515853881836 0.5129205584526062 0.511539101600647 22.735740661621094 23.03386878967285
8647475119820964201 1992.923583984375 3783.416748046875 2.8184239864349365 9.255943298339844 0.5465392470359802 0.45358917117118835 91.07861328125 91.47189331054688
8647475119821030018 3244.515625 3576.23974609375 0.5364702343940735 0.5691009759902954 0.7342802882194519 0.7155613899230957 2.4818005561828613 0.47390809655189514
8647475119820965031 1586.010986328125 1791.326904296875 0.8891137838363647 1.105093240737915 0.3614301383495331 0.25627753138542175 129.68679809570312 132.01934814453125
