CatID,MatchID,MemID,SourceID,ImageID,MatchRA,MatchDec,SourceRA,SourceDec,WaveLength,Filter,TargetName,FluxAper2,MagAper2,MagAuto
330979367,104923602,2,4001444537931,33543,323.3322750246524,-0.8045666809250096,323.3322750246524,-0.8045666809250096,8047.6714,F814W,NGC7089,4.368259906768799,24.35449981689453,23.708200454711914
330980005,44432543,2,4001444538616,33543,323.3319933696566,-0.8042034235311738,323.3319933696566,-0.8042034235311738,8047.6714,F814W,NGC7089,180.70599365234375,20.31279945373535,20.20330047607422
330798714,44432543,1,4001444538616,33543,323.3319933696566,-0.8042034235311738,323.3319933696566,-0.8042034235311738,5919.2002,F606W,NGC7089,266.80999755859375,20.445499420166016,20.36240005493164
330980233,56102390,2,4001444538864,33543,323.3319380534457,-0.8040963318980815,323.3319380534457,-0.8040963318980815,8047.6714,F814W,NGC7089,105.23400115966797,20.899900436401367,20.740100860595703
330798936,56102390,1,4001444538864,33543,323.3319380534457,-0.8040963318980815,323.3319380534457,-0.8040963318980815,5919.2002,F606W,NGC7089,142.65699768066406,21.125200271606445,20.99850082397461
330980134,21920606,2,4001444538756,33543,323.3323959668973,-0.8041849626177041,323.3323959668973,-0.8041849626177041,8047.6714,F814W,NGC7089,6.830329895019531,23.869199752807617,23.77359962463379
330980196,95470121,2,4001444538822,33543,323.3321844571687,-0.8041207946177074,323.3321844571687,-0.8041207946177074,8047.6714,F814W,NGC7089,207.76499938964844,20.161300659179688,20.062999725341797
330798899,95470121,1,4001444538822,33543,323.3321844571687,-0.8041207946177074,323.3321844571687,-0.8041207946177074,5919.2002,F606W,NGC7089,304.9179992675781,20.300500869750977,20.226600646972656
330986082,74578174,2,4001444545837,33543,323.33202538468686,-0.8036419186744712,323.33202538468686,-0.8036419186744712,8047.6714,F814W,NGC7089,17.28700065612793,22.861000061035156,22.747699737548828
330804665,74578174,1,4001444545837,33543,323.33202538468686,-0.8036419186744712,323.33202538468686,-0.8036419186744712,5919.2002,F606W,NGC7089,18.563199996948242,23.33930015563965,23.25279998779297
330986238,50629805,2,4001444546010,33543,323.3321833092273,-0.8038039947841568,323.3321833092273,-0.8038039947841568,8047.6714,F814W,NGC7089,182.031005859375,20.304899215698242,20.19969940185547
330804818,50629805,1,4001444546010,33543,323.3321833092273,-0.8038039947841568,323.3321833092273,-0.8038039947841568,5919.2002,F606W,NGC7089,538.6389770507812,19.68269920349121,19.60689926147461
330798045,8800602,1,4001444537878,33543,323.33600691887835,-0.8045264162871338,323.33600691887835,-0.8045264162871338,5919.2002,F606W,NGC7089,10.95110034942627,23.91230010986328,23.776899337768555
330979319,8800602,2,4001444537878,33543,323.33600691887835,-0.8045264162871338,323.33600691887835,-0.8045264162871338,8047.6714,F814W,NGC7089,12.1274995803833,23.245800018310547,23.1117000579834
330797609,17322491,1,4001444537400,33543,323.33610384983143,-0.8047309016261004,323.33610384983143,-0.8047309016261004,5919.2002,F606W,NGC7089,37.740501403808594,22.568899154663086,22.52400016784668
330978875,17322491,2,4001444537400,33543,323.33610384983143,-0.8047309016261004,323.33610384983143,-0.8047309016261004,8047.6714,F814W,NGC7089,31.860700607299805,22.197099685668945,22.13520050048828
330985412,100926017,2,4001444545102,33543,323.3354165877592,-0.8036603055847413,323.3354165877592,-0.8036603055847413,8047.6714,F814W,NGC7089,9.429670333862305,23.518999099731445,23.41939926147461
330980734,28082995,2,4001444539886,33543,323.33533503595277,-0.8039788179308406,323.33533503595277,-0.8039788179308406,8047.6714,F814W,NGC7089,34.257198333740234,22.11840057373047,22.017200469970703
330799429,28082995,1,4001444539886,33543,323.33533503595277,-0.8039788179308406,323.33533503595277,-0.8039788179308406,5919.2002,F606W,NGC7089,37.796199798583984,22.56730079650879,22.493799209594727
330986645,103411500,2,4001444546490,33543,323.33564122189813,-0.8038857716026383,323.33564122189813,-0.8038857716026383,8047.6714,F814W,NGC7089,28.72760009765625,22.309499740600586,22.22760009765625
330805209,103411500,1,4001444546490,33543,323.33564122189813,-0.8038857716026383,323.33564122189813,-0.8038857716026383,5919.2002,F606W,NGC7089,32.143001556396484,22.743200302124023,22.685100555419922
330986736,32798288,2,4001444546604,33543,323.3354393337801,-0.8039644021502017,323.3354393337801,-0.8039644021502017,8047.6714,F814W,NGC7089,62.66699981689453,21.46269989013672,21.354999542236328
330805296,32798288,1,4001444546604,33543,323.3354393337801,-0.8039644021502017,323.3354393337801,-0.8039644021502017,5919.2002,F606W,NGC7089,82.55999755859375,21.7189998626709,21.647499084472656
330978538,101523122,2,4001444537043,33543,323.33520767822546,-0.8049190372215927,323.33520767822546,-0.8049190372215927,8047.6714,F814W,NGC7089,9.237259864807129,23.541400909423828,23.30430030822754
330797197,33942211,1,4001444536951,33543,323.3353796822011,-0.8049452111979108,323.3353796822011,-0.8049452111979108,5919.2002,F606W,NGC7089,10.721500396728516,23.935300827026367,23.875699996948242
330978455,33942211,2,4001444536951,33543,323.3353796822011,-0.8049452111979108,323.3353796822011,-0.8049452111979108,8047.6714,F814W,NGC7089,12.11520004272461,23.24690055847168,23.159500122070312
330797373,80437589,1,4001444537145,33543,323.3355520635074,-0.8048215851137154,323.3355520635074,-0.8048215851137154,5919.2002,F606W,NGC7089,65.33560180664062,21.973100662231445,21.898799896240234
330978635,80437589,2,4001444537145,33543,323.3355520635074,-0.8048215851137154,323.3355520635074,-0.8048215851137154,8047.6714,F814W,NGC7089,50.81330108642578,21.69029998779297,21.585399627685547
330979665,61429072,2,4001444538249,33543,323.3353886033888,-0.804424409836238,323.3353886033888,-0.804424409836238,8047.6714,F814W,NGC7089,5.053390026092529,24.196300506591797,23.387399673461914
330979209,75443536,2,4001444537758,33543,323.3353881318238,-0.8046123099118768,323.3353881318238,-0.8046123099118768,8047.6714,F814W,NGC7089,7.539639949798584,23.761899948120117,23.342199325561523
330797709,99078127,1,4001444537506,33543,323.33548524351255,-0.8046894952205959,323.33548524351255,-0.8046894952205959,5919.2002,F606W,NGC7089,194.1529998779297,20.790599822998047,20.71310043334961
330978975,99078127,2,4001444537506,33543,323.33548524351255,-0.8046894952205959,323.33548524351255,-0.8046894952205959,8047.6714,F814W,NGC7089,132.77099609375,20.647499084472656,20.53499984741211
330786154,46191307,1,4001444524692,33543,323.33495522490415,-0.8098532755305684,323.33495522490415,-0.8098532755305684,5919.2002,F606W,NGC7089,10.83590030670166,23.923799514770508,23.876800537109375
330967204,46191307,2,4001444524692,33543,323.33495522490415,-0.8098532755305684,323.33495522490415,-0.8098532755305684,8047.6714,F814W,NGC7089,12.289299964904785,23.231399536132812,23.153099060058594
330971534,19181158,2,4001444529438,33543,323.3358374450436,-0.8080034420080109,323.3358374450436,-0.8080034420080109,8047.6714,F814W,NGC7089,8.414520263671875,23.6427001953125,23.603200912475586
330971581,72184906,2,4001444529489,33543,323.3356038464211,-0.808012677351807,323.3356038464211,-0.808012677351807,8047.6714,F814W,NGC7089,6.240690231323242,23.967199325561523,23.928499221801758
330971073,9493485,2,4001444528944,33543,323.3357292659809,-0.8081418583787172,323.3357292659809,-0.8081418583787172,8047.6714,F814W,NGC7089,6.596129894256592,23.906999588012695,23.629499435424805
330790468,99019375,1,4001444529500,33543,323.3353447389745,-0.8079636165537648,323.3353447389745,-0.8079636165537648,5919.2002,F606W,NGC7089,30.860200881958008,22.787500381469727,22.738800048828125
330971591,99019375,2,4001444529500,33543,323.3353447389745,-0.8079636165537648,323.3353447389745,-0.8079636165537648,8047.6714,F814W,NGC7089,27.43079948425293,22.359699249267578,22.276899337768555
330789962,95015766,1,4001444528949,33543,323.33535046464044,-0.808133215691342,323.33535046464044,-0.808133215691342,5919.2002,F606W,NGC7089,12.258700370788574,23.789899826049805,23.48310089111328
330971078,95015766,2,4001444528949,33543,323.33535046464044,-0.808133215691342,323.33535046464044,-0.808133215691342,8047.6714,F814W,NGC7089,13.393500328063965,23.13800048828125,22.80430030822754
330789058,76258888,1,4001444527930,33543,323.3357318462316,-0.8086721580004339,323.3357318462316,-0.8086721580004339,5919.2002,F606W,NGC7089,9.510519981384277,24.065399169921875,23.06439971923828
330970157,76258888,2,4001444527930,33543,323.3357318462316,-0.8086721580004339,323.3357318462316,-0.8086721580004339,8047.6714,F814W,NGC7089,11.069299697875977,23.344999313354492,22.45680046081543
330789562,72506865,1,4001444528497,33543,323.335554401926,-0.8083794848411591,323.335554401926,-0.8083794848411591,5919.2002,F606W,NGC7089,566.1519775390625,19.628599166870117,19.561899185180664
330970668,72506865,2,4001444528497,33543,323.335554401926,-0.8083794848411591,323.335554401926,-0.8083794848411591,8047.6714,F814W,NGC7089,372.1759948730469,19.528400421142578,19.427600860595703
330789828,85566511,1,4001444528790,33543,323.33548128336827,-0.808256895901232,323.33548128336827,-0.808256895901232,5919.2002,F606W,NGC7089,287.3789978027344,20.36479949951172,20.297100067138672
330970941,85566511,2,4001444528790,33543,323.33548128336827,-0.808256895901232,323.33548128336827,-0.808256895901232,8047.6714,F814W,NGC7089,196.1439971923828,20.223800659179688,20.12540054321289
330789793,77081987,1,4001444528754,33543,323.3356620910068,-0.8083072685461007,323.3356620910068,-0.8083072685461007,5919.2002,F606W,NGC7089,7.258780002593994,24.358800888061523,23.22960090637207
330970906,77081987,2,4001444528754,33543,323.3356620910068,-0.8083072685461007,323.3356620910068,-0.8083072685461007,8047.6714,F814W,NGC7089,8.01156997680664,23.695999145507812,22.797800064086914
330971381,27620131,2,4001444529274,33543,323.33456214068065,-0.8079753349614889,323.33456214068065,-0.8079753349614889,8047.6714,F814W,NGC7089,8.427550315856934,23.641000747680664,23.275699615478516
330970737,54867925,2,4001444528570,33543,323.33510850295727,-0.8083865523060384,323.33510850295727,-0.8083865523060384,8047.6714,F814W,NGC7089,8.28361988067627,23.659700393676758,23.366899490356445
330789614,84033656,1,4001444528554,33543,323.3350137035112,-0.8083902666493208,323.3350137035112,-0.8083902666493208,5919.2002,F606W,NGC7089,14.095600128173828,23.638200759887695,23.44770050048828
330970722,84033656,2,4001444528554,33543,323.3350137035112,-0.8083902666493208,323.3350137035112,-0.8083902666493208,8047.6714,F814W,NGC7089,14.708999633789062,23.036300659179688,22.807300567626953
330789351,76636210,1,4001444528260,33543,323.334924516853,-0.8084784801453146,323.334924516853,-0.8084784801453146,5919.2002,F606W,NGC7089,63.58380126953125,22.002599716186523,21.905799865722656
330970454,76636210,2,4001444528260,33543,323.334924516853,-0.8084784801453146,323.334924516853,-0.8084784801453146,8047.6714,F814W,NGC7089,53.37820053100586,21.63680076599121,21.49650001525879
330787775,85292544,1,4001444526497,33543,323.3355090098673,-0.8090927917252881,323.3355090098673,-0.8090927917252881,5919.2002,F606W,NGC7089,288.9549865722656,20.35890007019043,20.058500289916992
330968843,85292544,2,4001444526497,33543,323.3355090098673,-0.8090927917252881,323.3355090098673,-0.8090927917252881,8047.6714,F814W,NGC7089,210.31199645996094,20.148099899291992,19.80500030517578
330788612,106196226,1,4001444527434,33543,323.33570666552464,-0.808799661813199,323.33570666552464,-0.808799661813199,5919.2002,F606W,NGC7089,417.2510070800781,19.959999084472656,19.89459991455078
330969694,106196226,2,4001444527434,33543,323.33570666552464,-0.808799661813199,323.33570666552464,-0.808799661813199,8047.6714,F814W,NGC7089,275.031005859375,19.856800079345703,19.760799407958984
330788245,72590051,1,4001444527026,33543,323.33558629000237,-0.8089614800297683,323.33558629000237,-0.8089614800297683,5919.2002,F606W,NGC7089,487.2130126953125,19.79170036315918,19.714399337768555
330969323,72590051,2,4001444527026,33543,323.33558629000237,-0.8089614800297683,323.33558629000237,-0.8089614800297683,8047.6714,F814W,NGC7089,345.21600341796875,19.610000610351562,19.50670051574707
330788341,56958214,1,4001444527135,33543,323.335462784804,-0.8089271987153805,323.335462784804,-0.8089271987153805,5919.2002,F606W,NGC7089,22.742399215698242,23.118900299072266,22.695600509643555
330969419,56958214,2,4001444527135,33543,323.335462784804,-0.8089271987153805,323.335462784804,-0.8089271987153805,8047.6714,F814W,NGC7089,21.92289924621582,22.60300064086914,22.197399139404297
330970188,31875336,2,4001444527967,33543,323.33508653311605,-0.8085858556346363,323.33508653311605,-0.8085858556346363,8047.6714,F814W,NGC7089,6.143129825592041,23.98430061340332,23.8533992767334
330970130,69784882,2,4001444527900,33543,323.3353004371398,-0.8086123232714663,323.3353004371398,-0.8086123232714663,8047.6714,F814W,NGC7089,6.256130218505859,23.964500427246094,23.858299255371094
330789218,90440005,1,4001444528113,33543,323.33557691872517,-0.8084904814368915,323.33557691872517,-0.8084904814368915,5919.2002,F606W,NGC7089,182.39999389648438,20.858400344848633,20.459400177001953
330970316,90440005,2,4001444528113,33543,323.33557691872517,-0.8084904814368915,323.33557691872517,-0.8084904814368915,8047.6714,F814W,NGC7089,130.968994140625,20.66230010986328,20.21500015258789
330970214,75054707,2,4001444527998,33543,323.33549363756055,-0.8086149940402143,323.33549363756055,-0.8086149940402143,8047.6714,F814W,NGC7089,5.645050048828125,24.076099395751953,23.722900390625
330789781,70361679,1,4001444528742,33543,323.3351798909613,-0.8083072415031906,323.3351798909613,-0.8083072415031906,5919.2002,F606W,NGC7089,11.132100105285645,23.894500732421875,23.711200714111328
330970894,70361679,2,4001444528742,33543,323.3351798909613,-0.8083072415031906,323.3351798909613,-0.8083072415031906,8047.6714,F814W,NGC7089,12.025799751281738,23.2549991607666,23.0674991607666
330789420,16836284,1,4001444528338,33543,323.3354056153094,-0.8084680073546655,323.3354056153094,-0.8084680073546655,5919.2002,F606W,NGC7089,2.4843599796295166,25.522899627685547,23.93549919128418
330970524,16836284,2,4001444528338,33543,323.3354056153094,-0.8084680073546655,323.3354056153094,-0.8084680073546655,8047.6714,F814W,NGC7089,3.273099899291992,24.66790008544922,23.346599578857422
330789479,12414672,1,4001444528404,33543,323.33523230665753,-0.8084109335750403,323.33523230665753,-0.8084109335750403,5919.2002,F606W,NGC7089,46.81520080566406,22.334999084472656,22.252700805664062
330970586,12414672,2,4001444528404,33543,323.33523230665753,-0.8084109335750403,323.33523230665753,-0.8084109335750403,8047.6714,F814W,NGC7089,39.75510025024414,21.95680046081543,21.853200912475586
