,thresholds,expected_precision,expected_recall,actual_precision,actual_recall,expected_tp,expected_fp,expected_tn,expected_fn,expected_n_selected,actual_tp,actual_fp,actual_n_obj
12,0.13,0.661660852249123,0.7433260832635559,0.6632200886262924,0.6067567567567568,447.94439697265625,229.05560302734375,179168.328125,154.67726135253906,677.0,449,228,740
13,0.14,0.6744277654004349,0.739762285916504,0.6762481089258698,0.6040540540540541,445.7967529296875,215.20326232910156,179182.15625,156.8248748779297,661.0,447,214,740
14,0.15000000000000002,0.6867429184101683,0.7361765924998627,0.6873065015479877,0.6,443.63592529296875,202.36404418945312,179195.0,158.98568725585938,646.0,444,202,740
15,0.16,0.6968220130126183,0.7331053594457729,0.6971608832807571,0.5972972972972973,441.78515625,192.21485900878906,179205.171875,160.83648681640625,634.0,442,192,740
16,0.17,0.7114498688683903,0.7284248504136551,0.713128038897893,0.5945945945945946,438.9645690917969,178.03541564941406,179219.34375,163.6570587158203,617.0,440,177,740
17,0.18000000000000002,0.7185048571556856,0.726109780692278,0.7192118226600985,0.5918918918918918,437.5694580078125,171.43052673339844,179225.9375,165.0521697998047,609.0,438,171,740
18,0.19,0.7292306666797529,0.7224279513359836,0.7319932998324958,0.5905405405405405,435.3507080078125,161.64927673339844,179235.71875,167.2709197998047,597.0,437,160,740
19,0.2,0.7383205017401778,0.7191811454735503,0.7410562180579217,0.5878378378378378,433.3941345214844,153.6058807373047,179243.765625,169.22752380371094,587.0,435,152,740
20,0.21000000000000002,0.7466306587404034,0.7161251603178779,0.7525951557093425,0.5878378378378378,431.5525207519531,146.44747924804688,179250.9375,171.06912231445312,578.0,435,143,740
21,0.22,0.7569409459566523,0.7121973153395812,0.7654320987654321,0.5864864864864865,429.1855163574219,137.81448364257812,179259.5625,173.43612670898438,567.0,434,133,740
22,0.23,0.7694649265991652,0.7073817780038858,0.7815884476534296,0.5851351351351352,426.2835693359375,127.71642303466797,179269.671875,176.33807373046875,554.0,433,121,740
23,0.24000000000000002,0.7753197885777828,0.7050447806332863,0.7864963503649635,0.5824324324324325,424.875244140625,123.12474060058594,179274.265625,177.74639892578125,548.0,431,117,740
24,0.25,0.7821578556420402,0.7021776038078251,0.7929759704251387,0.5797297297297297,423.14739990234375,117.85256958007812,179279.53125,179.47421264648438,541.0,429,112,740
25,0.26,0.7860787105737895,0.7004797660936462,0.7988826815642458,0.5797297297297297,422.124267578125,114.87572479248047,179282.5,180.49737548828125,537.0,429,108,740
26,0.27,0.7899855851679761,0.6987175481318251,0.8030018761726079,0.5783783783783784,421.06231689453125,111.93769073486328,179285.453125,181.559326171875,533.0,428,105,740
27,0.28,0.7958324222456119,0.6959651903461772,0.8083491461100569,0.5756756756756757,419.4036865234375,107.59632110595703,179289.78125,183.21795654296875,527.0,426,101,740
28,0.29000000000000004,0.8057272226713612,0.6912479478855866,0.8201160541586073,0.572972972972973,416.56097412109375,100.43900299072266,179296.921875,186.0606689453125,517.0,424,93,740
29,0.3,0.8147686335045522,0.6868363418771545,0.8326771653543307,0.5716216216216217,413.9024658203125,94.09756469726562,179303.28125,188.71920776367188,508.0,423,85,740
30,0.31,0.8188257368784102,0.6848213397003697,0.8392857142857143,0.5716216216216217,412.68817138671875,91.31183624267578,179306.046875,189.93348693847656,504.0,423,81,740
31,0.32,0.8259183396276094,0.6811594643258204,0.8450704225352113,0.5675675675675675,410.4814147949219,86.51856231689453,179310.875,192.14019775390625,497.0,420,77,740
32,0.33,0.8341111883307771,0.6768432334193671,0.8568507157464212,0.5662162162162162,407.88037109375,81.1196060180664,179316.265625,194.7412567138672,489.0,419,70,740
33,0.34,0.8424310822992463,0.6724108991244134,0.8669438669438669,0.5635135135135135,405.2093505859375,75.79064178466797,179321.59375,197.4122772216797,481.0,417,64,740
34,0.35000000000000003,0.8434597015380859,0.6718322199240613,0.86875,0.5635135135135135,404.86065673828125,75.13936614990234,179322.25,197.76101684570312,480.0,417,63,740
35,0.36000000000000004,0.8444778983926474,0.6712419106446941,0.8705636743215032,0.5635135135135135,404.5049133300781,74.49510192871094,179322.890625,198.1167449951172,479.0,417,62,740
36,0.37,0.8474836589909401,0.6694121204167449,0.8760504201680672,0.5635135135135135,403.4022216796875,72.59776306152344,179324.796875,199.2194061279297,476.0,417,59,740
